a,b,e,f,g,h,m,n
0.969827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.968309859155,0.0,0.00342465753425,0.0,0.0,0.0590717299578,0.0469314079422
0.0,0.00352112676056,0.60824742268,0.00342465753425,0.0284237726098,0.0,0.0,0.194945848375
0.0,0.0,0.0,0.794520547945,0.0077519379845,0.0,0.0,0.0
0.0,0.0,0.0412371134021,0.198630136986,0.963824289406,0.0257234726688,0.0,0.00361010830325
0.0301724137931,0.0,0.0,0.0,0.0,0.974276527331,0.0,0.0
0.0,0.0,0.151202749141,0.0,0.0,0.0,0.89029535865,0.014440433213
0.0,0.0281690140845,0.199312714777,0.0,0.0,0.0,0.0506329113924,0.740072202166
232,284,291,292,387,311,237,277
